index_article,index_paragraph,content,label
1,24,"Since a large number of indicators were obtained, almost 650 different EPIs, it was found necessary to filter this large set to a shorter list, more suitable to be potentially applied in port areas. In order to carry out this filtering process in a methodological way, each indicator was assessed through a set of criteria. Then, the indicators that complied with more criteria were selected and the ones that obtained a poor performance were rejected. ",1
1,25,"From this 11 sources, a set of 84 different names of criteria used to assess performance indicators was obtained. By analysing them, it was found that although some of them were written differently, the concept and the meaning was the same or, at least, similar. For this reason, the criteria that had the same purpose were grouped under the same name. This process allowed the reduction from the 84 criteria identified in the sources until the final number of 11 criteria. These criteria were applied in two phases, since the criteria of the first filter were considered to be more generic and applicable to all indicators, and the criteria of the second filter were considered to be more specific. In this case, a previous research on the indicators’ characteristics was needed. Table 3 shows the criteria applied in the first and second filter. ",1
1,26,"The filtering process consisted of three steps: i) the first filter, ii) a regrouping of the indicators and iii) the second filter of the indicators. ",1
1,27,"The first filter consisted of analysing the complete broad list of indicators that were compiled. The evaluation of the indicators against the five criteria was carried out by three researchers, with the objective of applying the filter in a contrasted way. These researchers were coordinated by a supervisor, who ensured that they had the same understanding of the criteria and punctuation. Several internal meetings were held during the filtering process with this purpose. ",1
1,28,"As shown in the example of table 4, if the indicator met a criterion, it was coloured with a green dot and if it did not comply, with a red dot. It was considered that an indicator was accepted by an evaluator when the result of the division between the accomplished criteria (green dot) and the total number of evaluated criteria was higher than 0.5. In other words, since in this first filter all the five criteria were applied, the indicators that met three or more criteria were accepted. A green tick () indicates that the evaluator accepted this indicator, and a red cross () that the indicator did not pass the first filter. All those indicators that were selected by at least two of the three evaluators were accepted. If there was only one green tick or any of them, then it was rejected. ",1
2,1,"It is well known that several reports on the common educational problems of nuclear chemistry have been prepared by certain groups of experts from time to time. According to very important statements in these reports, nuclear chemistry and related courses generally do not take sufficient importance in undergraduate chemistry curricula and it was generally proposed that nuclear chemistry and related courses should be introduced into undergraduate chemistry curricula at universities worldwide. Starting from these statements, an ideal program in an undergraduate chemistry curriculum was proposed to be introduced into the undergraduate chemistry program at the Department of Chemistry, Ege University, in Izmir, Turkey during the regular updating of the chemistry curriculum. Thus, it has been believed that this Department of Chemistry has recently gained an ideal teaching program in the field of nuclear chemistry and its applications in scientific, industrial, and medical sectors. In this contribution, the details of this program will be discussed.",1
2,2,"It is well known that reports on the common educational problems of nuclear chemistry have been prepared and distributed worldwide either as hard copy or in electronic copy form by certain groups of experts from time to time. In this context, two important reports have been prepared in recent years. The first one was published by the International Atomic Energy Agency (IAEA) at the end of 2002 with the title “Assessment of the teaching and applications in radiochemistry” following an experts meeting which was held between 10–14 June 2002, in Antalya, Turkey.1 The second one was prepared and electronically distributed by the Presidential office of the International Nuclear Chemistry Society (INCS) with a title “Round table discussion panel report” following the 1st International Nuclear Chemistry Congress which was held between 22–29 May 2005 in Kusadasi, Turkey.2 These and other similar reports obviously indicate a basic statement on the global teaching problems of nuclear chemistry in undergraduate chemistry curricula which are applied by departments of chemistry at different universities worldwide in both developed and developing countries. Especially, according to the round table discussion panel outcome report of the INCS, the most important statements which were briefly outlined are given below:",1
2,3,"The academic chemistry curricula should include courses covering basic nuclear chemistry knowledge and the principles of its scientific and industrial, especially medical, application techniques.",1
2,4,"In most countries including industrialized and developing countries the chemistry curricula offered at undergraduate levels do not take sufficient consideration of the basic courses and laboratory studies on nuclear chemistry in their undergraduate programs and as an unavoidable reflection, graduate level students do not show enough interest to research areas requiring a basic knowledge of nuclear chemistry and its applications; this has resulted in a significant drastic decline in availability of the number of qualified professionals in the nuclear chemistry field in the recent decades.",1
2,5,"If the sad situation as outlined above in chemistry curricula continues, it will also not be possible to find qualified teaching stuff including professors to teach the required courses in universities worldwide in the near future. For this reason, the decline should be reversed as soon as possible by revising existing curricula to include basic nuclear chemistry courses and laboratory studies in undergraduate chemistry programs.",1
2,6,"Starting from the very important statements given above, it was proposed that a nuclear chemistry teaching program in an undergraduate chemistry curriculum introduced into the undergraduate chemistry program at the Department of Chemistry, Ege University, in Izmir, Turkey during the regular updating of the chemistry curriculum. Thus, it may be believed that this Department of Chemistry has recently gained an ideal teaching program in the field of nuclear chemistry and its applications in scientific, industrial, and medical sectors. The basic courses which were introduced into the chemistry curriculum are given below:",1
2,7,This course is also an elective course and is given in the 2nd semester of the 3rd year to be 2 hours per week. This is for students who have a detailed knowledge of Nuclear Chemistry and have laboratory experience and still wish to obtain more detailed information on other specific topics of Nuclear Chemistry. A sufficient number of students have also chosen this course.,1
2,8,"A similar program on nuclear chemistry is obviously recommended to be introduced into all chemistry curricula applied in different universities worldwide. Thus, the motivation of students for the field of nuclear chemistry will consequently result in the increase of interest of the young generation in all branches of nuclear sciences and technology worldwide in the future.",1
3,1,"It is extremely appropriate that the International Year of Chemistry, which was celebrated throughout 2011, comes right in the middle of what the United Nations declared as the “Decade of Education for Sustainable Development”.1 An incredibly complex set of interconnected challenges, sustainability encompasses issues as diverse as water quality, climate change, renewable energy, personal and national security, food production and safety, combating diseases with new diagnostics and drugs, new materials, and more efficient chemical manufacturing. Over the past few years, I have followed discussions of the grand challenges in chemistry and have been struck by how many of these challenges are directly connected to sustainability.",1
3,2,"There is another dimension to the incorporation of sustainability into chemistry education. The ACS Guidelines and Evaluation Procedures for Bachelor’s Degree Programs6 states that, as part of developing student skills in ethics, “[S]tudents should conduct themselves responsibly and be aware of the role of chemistry in contemporary societal and global issues.” That awareness of chemistry’s role in contemporary issues is reflected in another ACS document that has been around for many years, The Chemical Professional’s Code of Conduct.7 Within that code of conduct are statements regarding the responsibility of chemical professionals to the public and to the environment",1
3,3,Chemical professionals have a responsibility to serve the public interest and safety and to further advance the knowledge of science.,1
3,4,Chemical professionals should strive to understand and anticipate the environmental consequences of their work. They have a responsibility to minimize pollution and to protect the environment.,1
3,5,"These statements connect very easily to a model of professional education developed by William M. Sullivan,8 who described three apprenticeships that make up the education of any professional",1
3,6,"Sustainability, more so than any other context I can identify, has the potential to serve as an effective framework for engaging students simultaneously in more than one of these apprenticeships and thereby connecting undergraduate chemistry education to The Chemical Professional’sCodeof Conduct.",1
3,7,"An apprenticeship that “teaches the skills and traits, along with the ethical comportment, social roles, and responsibilities, that mark the professional ... the novice is introduced to the meaning of an integrated practice of all dimensions of the profession, grounded in the profession’s fundamental purpose.”",1
3,8,"While I know that many chemistry educators have desired to incorporate a global issue like sustainability into their courses, one of the great obstacles for a number of years has been a lack of resources that can easily be used. Very few chemistry teachers I have methigh school or collegehave the time to go digging through the primary literature to find examples and ideas of how sustainability could be incorporated as an intriguing question or problem to drive the learning of chemical concepts. Fortunately, more curricular resources linking chemistry to sustainability are now available. This Journal, for example, publishes environmentally focused articles and supports educators in celebrating Earth Day on April 22. Recycling is the theme of Chemists Celebrate Earth Day in 2012. National curricular reform projects like the NSF-funded Science Education for New Civic Engagements and Responsibilities9 have made available information on model courses through their Web sites. ACS launched in August 2011 a sustainability gateway within the ACS Web site10 that provides a convenient way for members to explore sustainability related resources; one of the major sections of the Web site is focused on education.",1
3,9,"The importance of sustainability to chemistry and chemistry education is clear, the connections are real and significant, and more resources are available now than any time before. The challenge is for each of us as chemistry educators to find ways to bring that connection and context into our courses.",1
4,1,"“Chemistry versus Ecology” – this report title has not been chosen by chance. An average human and even sometimes a scientist is sure that Chemistry and Ecology are opposite to each other. But is it true indeed? To answer this deep question, first of all, the detailed definitions are to be given.",1
4,2,"What is Chemistry? It is the science about chemical reactions, but also about the composition, structure and chemical properties of the substance. The aphorism given above proves chemistry to be a fundamentally important science, which studies the matter surrounding us. However, along with the very significant progressive constituent (new technologies and methods) chemistry has a strong negative impact that is manifested through the destruction of the environment by pollution. In addition, the fight between Chemistry and Ecology is considered inevitable, because any chemical substance, when its maximum admissible concentration is reached, can become a matter of serious environmental concern. In this case, a question appears: how this problem is to be faced?",1
4,3,"Ecology is the main scientific area dealing with the problem mentioned above. Everyone knows that it is ecology that detects and warns about the environmental problems. But what does Ecology mean? The definition is the following: ecology is a science, which studies the influence of living organisms to each other and their natural environment (by Ernst Haeckel). Ecology emerged as a distinct discipline at the turn of the 20th century; the relationship between a living organism and its environment had been explained in 1843 by German chemist Justus von Liebig, taking as an example the relations “plant-soil”. However, the notion “ecology” is much older, originating from the era of ancient thinkers. The first “ecologist” has been considered Aristotle or perhaps his student, Theophrastus (the latter has described the interrelationships between animals and their environment as early as in the 4th century B.C.).",1
4,4,"Nowadays, when practically all the scientific fields overlap with each other, many interdisciplinary areas of ecology appeared. It should be noted that the current difficult ecological situation caused the appearance of the following areas: geographical ecology, physics of the environment, mathematical ecology, genetic ecology, spiritual ecology and many others. Why do so many sciences contact with ecology? Probably because ecology examines the most important phenomenon - the interaction between living organisms and the environment they live in, this notion meaning to an even greater extent healthy lifestyle, a form of friendly relations, a process of purification, the actions, which are opposite to pollution. As soon as these problems can have different impacts, the more complex approach is needed.",1
4,5,"Coming back to the topic of the apparent opposition of chemical and ecological studies, the attention should be focused on the sciences which appeared on their border.",1
4,6,"Ecological chemistry is developing quite intensively in recent years at the scientific and educational level. The worldwide known Universities and even colleges had set up the departments to educate the young experts in Ecological Chemistry. Many institutions in the USA, Canada, Germany, Sweden, Norway, Poland, Russia, Kazakhstan, Ukraine, Belarus, China, South Africa and many other countries are based on chemical knowledge as the main scientific priority in solving countries’ environmental problems.",1
4,7,"A prodigious scientific activity in ecological chemistry has starter about three decades ago. Then, in the 80s of the past century, on the border between chemistry and ecology a new direction called ecological chemistry has emerged. It came to reveal the chemical aspect of environment interaction with living organisms. The ecological chemistry has found supporters and promoters in different countries. This fact led us to organize in 1985 the First International Seminar on ecological chemistry in Chisinau. In 1992, the Department of Industrial and Ecological Chemistry has been set up at the Faculty of Chemistry and Chemical Technology of Moldova State University, being the first one in Moldova specialized in ecological chemistry and environmental protection, which began to prepare doctoral students in the Environmental Protection and Rational Use of Natural Resources areas.",1
4,8,"The first textbook on ecological chemistry was edited in 1994 and subsequently translated in three languages. In 1991, the Research Centre of Applied and Ecological Chemistry (RCAEC) was established, comprising four scientific laboratories. The research performed at the department, at the RCAEC’s laboratories, was dealing with the chemistry and technology of industrial processes and treatment of water and wastes and was crowned with important elaborations.",1
4,9,"The 20th anniversary of the department’s formation is marked this year. During its growth and development, the department staff has been making the Chemistry students think “ecologically”. Actually, among the brightest realizations of the department is the significant number of students and publications. More than 20 monographs and manuals, 11 didactic materials for theoretical courses, 15 handbooks for laboratory works and approximately 500 scientific articles in the field of ecological chemistry and environmental protection were published; 130 patents for inventions were obtained. The titles of the main scientific monographs are highly suggestive, regarding the complexity and actuality of the problems discussed. They are the following: “Environmental redox-processes” (2001), “Ecological Audit”(2002), “Combustion technologies and reducing the air emissions” (2002), “Natural waters’ pollution and self-purification processes” (2002), “Environmental issues in power engineering” (2003), “Ecologically pure wine industry” (2004), “The hydrochemistry of small rivers” (2004), “Environmental economy” (2005), “Wastes management” (2006), “The fundamentals of winery wastes treatment” (2007), “Ecological chemistry of nitrates, nitrites and N-nitrosamines” (2009), “ENOXIL – an ecological preparation for plant protection” (2010), “Secondary wine products” (2011).",1
4,10,"Only the professional staff is working at the department (28 persons), including academician - 1, professors - 6, associate professors - 8, superior lecturers - 8, assistant lecturers - 5. The number of students is the following: license students (courses I, II, III) – 234, master students – 69, doctoral students – 8. 120 foreign students graduated from the department during the period of its activity as well. It should be mentioned that in 2008-2009 academic year the specialty entitled Ecological chemistry and environmental protection (master and doctorate studies) at the Department of Industrial and Ecological Chemistry of the State University of Moldova has been introduced.",1
4,11,"Thus, the department had played an important role in the development of ecological chemistry and environmental protection in the Republic of Moldova and reached a very honorable position in this scientific area.",1
4,12,"The educational aspect of Ecological Chemistry in Moldova is represented not only by the State University of Moldova (SUM), but also by the University of the Academy of Sciences of Moldova, “A. Russo” State University, Bălţi and Tiraspol State University, where not only the special courses are delivered, but the research laboratories and entire research centers work as well.",1
4,13,"Nevertheless, the fundamental research in the ecological chemistry area is carried out mainly in two major institutions – the Research Center Applied and Ecological Chemistry of SUM and the Institute of Chemistry of ASM.",1
4,14,"A bright example of Ecological Chemistry promoting is the state program entitled “Water Quality Management and Research”, where the chemistry and ecological condition of water sources have been studied under the several research projects.",1
4,15,"Starting with the fundamental research in this direction, we will pass to the project entitled “SELF PURIFICATION OF SURFACE WATER” supervised by dr. Viorica Gladchi that deals with the Catalytic redox processes in natural water.",1
4,16,The reducers are among the participants in the redox process in water: autochthonous substances - resulted from metabolism and decomposition of hydrobionts; allochthonous substances - substances that penetrate the aquatic environment together with atmospheric precipitates or wastewater. Copper and iron are metals having the great importance for redox transformations and can be found in water in catalytic concentrations.,1
4,17,"The transformations of nitrogen compounds were studied by Prof. Maria Gonta under the project “NITRATES, NITRITES AND NITROSOAMINES”. The scheme of oxidation and reduction of nitrites and nitrosoamines in water, food and living organisms was elaborated. The mechanism of nitrites reduction in the presence of various antioxidants, that caused the decrease in oncology maladies at people of different age was proposed. This research was carried out in cooperation with the Nebraska Cancer Center (dr. Irina Stepanov, USA).",1
4,18,"Under the project “PSEUDO JAHN-TELLER INSTABILITY OF HIGH- SYMMETRY PROTONATED WATER CLUSTERS” leaded by m.c. Ion Geru, the new experimental data on the different energy of H2n+1On + systems decay, and those referring to the spatial dimensions of non-homogenates in the water hydrogen bonds’ network were obtained. This fundamental research has a prospective application, especially in water purification from heavy metals. The brightest result of this project is that the 65th water anomaly has been found – it consists in the diffusion indices increase in the case of Ca2+ ions concentration increase.",1
4,19,"Even if this is not the first priority area of ecological research in Moldova, some research have been carried out in this field. For example, the theoretical study, carried out by dr. Natalia Gorincioi „RADICAL REACTIONS IN THE ATMOSPHERE”, had to examine the diversity of hydroxyl radical reactions in the atmosphere, the legitimacies of photochemical smog and PAN compounds formation, both of them being severe irritants to eyes, and having phytotoxic effect. The presence of the strongly reduced carbon (CH4) in a strong high-energy oxidant (stratosphere: O3, O2, hν) has been determined; consequently, methane at high altitudes increases the concentrations of hydroxyl and water radicals. The ways of PAN (peroxyacetylnitrates) decomposition were also studied (reverse process, photolysis, thermal degradation, reaction with OH-radicals).",1
4,20,"The wastes include all the objects or substances which the holder discards, intends to discard, or is legally obliged to discard, i.e. all the unwanted or useless material. Wastes may be classified according to their origin, their properties, how hazardous they are, and how they may be sorted, recovered or treated.",1
5,1,"It is fair to say that in the current climate, the concept of click chemistry (CC)perhaps requires no introduction. Most organic chemists are familiar with the term, but for many, the original meaning and philosophy have been misplaced. When the topic of click chemistry is discussed, some immediately think of the CuI-catalysed Huisgen cycloaddition as a synthetic ideal, others might consider polymer synthesis, whilst others may think of enzyme-catalysed templated reactions. Therefore, it seems pertinent to begin by reiterating the original definitions as originally laid down by the orchestrators of the concept, namely Sharpless, Finn, and Kolb.[1] It is worth remembering that the impetus behind defining the philosophy was the bleak reality that the estimated number of ’reasonable’ drug candidates—those with fewer than 30 non-hydrogen atoms; with mass < 500 Da composed of only H, C, N, O, P, S, F, Cl and Br; and that are likely to be stable at ambient temperature in the presence of water and oxygen—is on the order of 1062 molecules. Faced with this fact, it might seem clear that synthetic propositions aimed at drug discovery should be aimed at molecules that are easy to make. ",1
5,2,"The question heading this section was originally posed by Barry Sharpless himself at a recent conference in Berlin.[2] The answer, perhaps, is not much. Whilst CC was originally pitched as a concept to assist medicinal chemists in overcoming combinational chemistry issues, many of the publications exemplifying CC are those from materials science. The eagerness of this community to adopt CC strategies for the synthesis of polymers, dendrimers, etc., seems to reflect the attitude of ’why bother making things overcomplicated?’ Essentially a restatement of CC, the attitude is exemplified by numerous publications wherein the high-yielding reliability of the CuI-catalysed Huisgen reaction is used largely to overcome problems of low reactivity on polymer or dendrimeric scaffolds. Alongside are the medicinal chemists who choose to adopt the CC strategy, of which a brief account lies herein. Some are continuing in combinational chemistry applications, whilst others are using CC in the realisation of novel ideas which, before reliable and thermodynamically driven click reactions became available, were ill-advised. This review is intended to highlight both aspects of the union of CC and medicinal chemistry. However, this is by no means a comprehensive account of CC, and we direct the reader to related and complementary reviews in the field of CC.",1
5,3,"A final point before uncovering the medicinal applications is to address the issue of CC versus the CuI-catalysed Huisgen reaction. It is important to remember that CC was originated before the evolution of the CuI catalyst modification of the Huisgen cycloaddition, and that there are other examples of reactions that meet the CC criteria, including mainly olefinbased reactions. However, the CuI Huisgen reaction is currently the ’cream of the crop’, and this is correspondingly reflected in the literature to the extent that this reaction is sometimes interpreted as CC in its entirety.",1
5,4,"One of the original aims of CC was to provide an alternative to solid-phase synthesis, the popularity of which was accounted by Sharpless et al. as being derived from the allowance of “reactions that fall short of ’click’ status to be employed as click reactions”.[1] High yields and simple purification are available by using high excesses of reagents and washings as opposed to conventional chromatography. The CC alternative was intended to allow large-scale solution-phase library synthesis using reliable chemical processes. Numerous groups were drawn to this alternative, and some examples of successful library synthesis are given herein. Kolb and Sharpless[4] highlight the work by researchers at Lexicon Pharmaceuticals who effected a solution-phase library synthesis using numerous CC reactions to afford 200 000 individual compounds of acceptable purity on the 25–50-mg scale. Synthesis was initiated with noncommercial building blocks synthesised on a large scale. These starting materials included epoxides and aziridines ready for click nucleophilic ring opening to give 1,2-difuntionalised compounds. Imidoesters gave five-membered aromatic heterocycles from base-catalysed 1,3-dipolar cycloaddition with b-ketoesters, whilst 3-aminoazetidines gave nonaromatic heterocyclic libraries. ",1
5,5,More recently Xie and Seto[5] synthesised a library of protein tyrosine phosphatase (PTP)inhibitors. Their approach started with the short synthesis of the a-ketoester azide compound 2 shown in Scheme 1.,1
5,6,"In many CC library syntheses, it is fair to say that the ratelimiting steps are those preceding the final click reactions, that is, building-block synthesis. Since the widespread use of the CuI-catalysed Huisgen reaction, there have been notable advances in methodologies for the synthesis of azides. Often perceived as problematic, recent synthetic developments in azide synthesis have often been coupled with CC to give one-pot processes that circumvent the isolation of the azide building block intermediate. Examples include the use of TfN3 as a diazo transfer reagent by Wittmann and co-workers,[6] the use of microwave irradiation to effect the synthesis of 1,2,3-triazoles via a three-component reaction reported by Van der Eycken and co-workers,[7] and also our own work using aprotic diazotisation and TMSN3 to generate aromatic azides and the resultant ’click’ cycloaddition products from the corresponding aniline derivatives.[8] These in situ protocols may offer some relief to the so-called ’azido-phobia’, experienced by some!",1
5,7,"The aforementioned examples demonstrate the application of CC to decorate complex natural product frameworks with unnatural function, thus acting as an extremely powerful ligation tool. Some of the ’click’ analogues generated from these products are shown in Figure 4. Sun, Wang, and co-workers[14] synthesised a handful of bisdaunorubicins with linkers of varying length by using the CuI-catalysed Huisgen reaction between complementary alkyne- or azide-functionalised daunorubicins, or bisacetylene- or bisazide-functionalised linkers (phenyl and PEG)to generate compounds such as 13 (Figure 5), which display differential anticancer properties towards leukaemia K562 cells, depending on the linker length and flexibility between the two intercalators.",1
5,8,"Others, not giving up on solid-phase combinatorial synthesis altogether, saw the CC approach to library synthesis in a slightly different light. The reliable chemistry has been used in the development of triazole-containing linkers[16] and as a traditional solid-phase reaction. Recent examples include the work of Gmeiner and co-workers,[17] who employed pyrrole-2-carbaldehyde functionalised at the N-indole atom with a propargylic handle, which ’clicked’ onto an azide-functionalised resin with complete loading. The aldehyde handle was then used to synthesise a focused library of compounds, some of which displayed high binding affinities to dopamine D3 and D4 receptors (Scheme 3). The same research group had previously reported the use of the Huisgen reaction in the design of both the linker and the functionalisation of solid-phase-bound alkynes to generate a library of N-benzyltriazole carboxamides, some of which had nanomolar affinities towards G-proteincoupled receptors.",1
