index_article,index_paragraph,content,label
1,11,"Data from waves at ages 14, 18, and 23 were also used in the analyses. Because the investigation concerned the transition in LH strategy from age 14 to ages 18 and 23, age 14 serves as the base year for the analyses. At age 14, the sample included 106 participants, of which 54 were female (51 %). Of the 106 participants, 71 were White, 27 were Black, 5 were Asian-American, and 4 were classified as ※Other.§ Due to the small number of non-Black minorities, participants were grouped as White (67 %) and non-White (33 %).",1
1,12,"LH strategy was measured using the California Q-sort (CAQ; Block 1978). The CAQ includes a set of 100 items, and the items are to be Q-sorted or arranged in piles based upon the degree to which they describe an individual. Sherman et al. (2013) developed an LH strategy template allowing LH strategy to be measured using the CAQ, and this measure was recently validated and slightly modified by Dunkel et al. (2014) using the Block and Block data.",1
1,13,"At ages 14, 18, and 23 between four and six, trained raters independently used the CAQ to rate each participant＊s personality. The aggregate of these ratings was then correlated with the LH strategy template. The correlation of the participants＊sort with the template is their score. Higher scores (i.e., stronger correlations) represent a slower LH strategy. A sample item that is reflective of slow LH speed is ※sympathetic/considerate.§ A sample item reflective of fast LH speed is ※unable to delay gratification.§",1
1,14,"At age 18, participants responded either in the affirmative or negative as to whether they had ※lost their virginity§ within the last 3 years. Forty-two participants indicated that they had ※lost their virginity§ in the last 3 years and 60 participants reported that they had not.",1
1,15,"Sex, ethnicity (dichotomized as White and nonWhite due to small sample size), and socioeconomic status (SES), measured by Warner＊s Index of SES (1949) when participants were 4 years of age, were demographic covariates.",1
1,16,"In addition to the demographic covariates, we included four other covariates: intelligence, maternal and paternal parenting style, and the relationship to the person with whom the participants had intercourse for the first time. Intelligence was measured at age 18 by the Wechsler Adult Intelligence Scale (WAIS). Intelligence was included as a covariate to control for the influence of the participants＊ cognitive ability, which could plausibly limit one＊s ability to reason about the potential consequences of consenting to intercourse. Maternal and paternal authoritative parenting was measured by the Child Rearing Practices Report (CRPR; Block 1965; Kochanska et al. 1989). The CRPR is a 91-item Q-set that participants used at age 18 to rate both their mother＊s and father＊s parenting style. Authoritative parenting was included as a covariate because it has been found to influence the development of LH strategies during adolescence (Dunkel et al. 2015). The last covariate was the level of intimacy the participants had with whom they reported having lost their virginity (knew each other a little, friend, going steady, or engaged). This covariate was included to test the possibility that the level of partner intimacy played a role in the effect of losing one＊s virginity.",1
1,17,"Descriptive statistics (means and standard deviations for the LH scores) by age, sex, and sexual debut are seen in Table 1. LH scores appeared to increase after age 14, which presumably reflects a normative developmental trajectory in the transition from adolescence to adulthood. In addition, males exhibit a faster LH strategy at all ages. These trends were confirmed in a repeated measures analysis of variance (ANOVA) with the within-subjects variable of LH strategy at ages (14, 18, and 23) and between subjects variable of participant sex. The within-subjects effect was significant, F(2,99)=9.16, p<0.001,灰p2=0.16,and so was the between-subjects effect for participant sex, F(1, 100)=5.52,p<.05,灰p2=.05.The interaction between variables was not significant and explained little variance, 灰p2=0.005.Correlations between sexual debut and LH strategy at the three focal ages were as follows: age 14 rpb(102)=-.06;age 18 rpb(100)=-0.24,p<0.05;and age 23 rpb(99)=-.14",1
1,18,"To test the hypothesis that sexual debut occurring in adolescence accelerates LH speed and that this effect is more pronounced in females, a series of partial correlations was conducted looking at the association between sexual debut and LH strategy at ages 18 and 23. Note that partial correlation is used to control for variance in both the criterion (e.g., LH strategy at age 18) and the predictor variable (e.g., sexual debut). Thus, partial correlation is more fitting for testing the hypotheses than an alternatives such as repeated measures ANOVA or regression (i.e., semi-partial correlation) in which the criterion (e.g., LH strategy at age 18) is not altered.",1
1,19,"Initially, and most importantly, the partial correlations controlled for LH speed at age 14. Then, in succession, additional partial correlations were calculated; in each case, an additional covariate was added. After LH at age 14, the covariates were added in this order SES, ethnicity, IQ, maternal authoritative parenting, paternal authoritative parenting, and the intimacy level with the partner. The results can be seen in Table 2. For the full sample when controlling just for LH strategy at age 14, sexual debut was correlated with LH strategy at age 18, but not at age 23. Additionally, the relationship between sexual debut and LH strategy at age 18 fluctuated as covariates were added.",1
1,20,"When the sample was split by sex, for females, the relationship between sexual debut and LH strategy at age 18 remained as covariates were added. There was an additional trend; the addition of covariates led to the strengthening of the relationship between sexual debut and LH strategy at age 23. To further explore this trend in females, two change scores were computed by subtracting LH strategy scores at age 14 from LH strategy scores at age 18 and by subtracting LH strategy scores at age 14 from LH strategy scores at age 23. Thus, positive scores indicate change in which LH speed slowed. Between ages 14 and 18, those who had their sexual debut during adolescence had a mean change score of (M= 4.80, SD=16.72), while those who did not have intercourse during adolescence had a mean change score of (M=13.45, SD=25.32). Between the ages of 14 and 23, those who had their sexual debut during adolescence had a mean change score of (M=7.48, SD=29.05), while those who did not have intercourse during adolescence had a mean change score of (M=13.20, SD=28.03). While the differences in the change scores are not statistically significant given the limited statistical power of between-subjects change score comparisons relative to the partial correlation analyses described above, the change scores do assist in interpreting the statistically significant correlations.",1
1,21,"Recent research findings and theoretical advancements have led to the prediction that plasticity in the development of LH strategies extends beyond the period of early childhood as first envisioned by Belsky et al. (1991). Following these changes in the understanding of LH strategies, it was hypothesized that the timing of sexual debut may impact developing LH strategy, such that sexual debut accelerates LH speed in adolescence. Additionally, it was expected that this effect may be more pronounced in females. To test these hypotheses, the relationship between sexual debut between ages 14 and 18 and LH strategy at ages 14, 18, and 23 was examined.",1
1,22,"The results suggest several possibilities. The partial correlations show that, for females, sexual debut may calibrate the developmental trajectory of LH strategy. After controlling for LH strategy in early adolescence and a number of potential confounds, female participants who engaged in sexual intercourse during adolescence had a faster LH speed in late adolescence and possibly into young adulthood. These individual differences are embedded in developmental change wherein raw LH scores increased with age. As such, the difference scores may provide a clue to help interpret these findings. Specifically, the observed age-related increase in LH scores was greater for those who did not engage in intercourse during adolescence.",1
1,23,"Given that a fast LH strategy is defined in part by an individual＊s degree of investment in mating effort, this pattern is consistent with the idea that sexual debut acts to upregulate women＊s engagement in risky tactics of intrasexual competition and/or mate attraction. This facultative response makes functional sense under our hypothesis, which posits that experiencing sexual intercourse would have been an ancestrally valid cue of having progressed into a LH stage during which the acquisition of reproductive benefits (whether via behavioral investment or genetic quality) would have become an adaptive problem of immediate and crucial importance. However, this hypothesis leaves unclear whether we should expect a longer-lasting developmental shift toward a fast LH speed that persists into adulthood. The fact that women＊s sexual debut experienced between 14 and 18 is not as strongly associated with LH acceleration by age 23 suggests that virginity loss initiates a shift toward investment in mating effort that is (potentially) temporary and subject to further recalibration as developmental events unfold. For example, some individuals who were temporarily calibrated toward a faster LH profile post-debut may later begin to invest heavily in future reproduction as they enter subsequent LH stages. Likewise, some women who remain abstinent between 14 and 18 may later become sexually active and consequently experience a temporary LH acceleration of their own. In either case, further life stage-linked shifts in LH after age 18 would be expected to attenuate the association of events in early adolescence with later outcomes.",1
1,24,"The main premise of the current study is that LH variation is regulated over ontogeny not only in response to early cues but also in relation to cues experienced later in development. With few exceptions (e.g., Vigil et al. 2005), ※biometric§ indices have been viewed as outcome measures that signify individual differences in developing LH strategies (for an overview of biometric measures, see Copping et al. 2014; Figueredo et al. 2014; Figueredo et al. 2015). Although our correlational findings are subject to alternative explanations, they support the hypothesis that the experience of sexual debut may act to calibrate subsequent LH speed via promotion of investment in mating effort. At the very least, the data indicate that the trajectory of LH development in adolescence and the timing sexual debut are correlated phenotypic components.",1
1,25,"However, some specific limitations should be noted. While a number of covariates were included, genetic influence on both the timing of sexual debut and LH strategy (e.g., Eisenberg et al. 2007) cannot be ruled out. On the other hand, given that one of the controls was LH strategy at age 14, genetic explanations for the findings must move away from basic additive models, and additive effects appear to account for most of the heritability in psychological traits (e.g., Polderman et al. 2015). Another limitation of the finding is that the effect of sexual debut on LH strategy speed appears to dissipate as participants move from late adolescence into adulthood. Data points in later adulthood might shed light on whether this trend continued, but Q-sort data was last collected at the age 23 wave of data collection in the Block and Block (2006a) longitudinal study. As such, we hope that this article stimulates future research that can disambiguate the associations of biometric and psychosocial events with the development of LH strategy from adolescence into later adulthood",1
1,26,"This project was made possible by the Henry A. Murray Research Archive which is housed by the Institute for Quantitative Social Science at Harvard University. The data employed in this study derive from a 30-year longitudinal study begun with 128 3-year-old girls and boys, planned and conducted by Jack and Jeanne H. Block, involving a sequence of nine independent assessments based on personality and cognitive life, observational, test, and self-report (LOTS) measures.",1
2,1,"Contact switches and touch screens are the state of the art for recording pigeons＊ pecking behavior. Recording other behavior, however, requires a different sensor for each behavior, and some behaviors cannot easily be recorded. We present a flexible and inexpensive image-based approach to detecting and counting pigeon behaviors that is based on the Kinect sensor from Microsoft. Although the system is as easy to set up and use as the standard approaches, it is more flexible because it can record behaviors in addition to key pecking. In this article, we show how both the fast, fine motion of key pecking and the gross body activity of feeding can be measured. Five pigeons were trained to peck at a lighted contact switch, a pigeon key, to obtain food reward. The timing of the pecks and the food reward signals were recorded in a log file using standard equipment. The Kinect-based system, called BehaviorWatch, also measured the pecking and feeding behavior and generated a different log file. For key pecking, BehaviorWatch had an average sensitivity of 95 % and a precision of 91 %, which were very similar to the pecking measurements from the standard equipment. For detecting feeding activity, BehaviorWatch had a sensitivity of 95 % and a precision of 97 %. These results allow us to demonstrate that an advantage of the Kinect-based approach is that it can also be reliably used to measure activity other than key pecking.",1
2,2,"Recording pigeons＊ key pecking using a contact switch, a pigeon key, is common in studying animal learning and behavior. Such measurements only record whether or not a peck occurred at a specific time and at a general location. More recently, touch sensitive screens, which can provide a precise location of the peck, have become increasingly popular. Additional information could be collected if a video were used, including:",1
2,3,"1. the initiation time, speed of motion, head pose at start and end of pecks, pecks on the wall adjacent to key, and pecks initiated but not completed.2. the global body and head pose: head position and orientation, body position, and foot position. 3. the subject behaviors relative to the stimulus area, turning around, flapping wings, and so forth.",1
2,4,"In addition, the noncontact nature of the sensing reduces issues of mechanical wear and allows sensing at a wide variety of locations that do not have specific instrumentation, which provides flexibility for experimental design. Although touch screens may reduce the issue of mechanical wear, there is not enough experience to claim that other issues related to wear would not occur, such as visible damage to the screen. Additional issues with touch screens are the cost of the screen and that no commercially available software is specifically written for controlling learning experiments. Along with developing the programs using, for example, Visual Basic or MATLAB, investigators must integrate interface equipment for delivering reinforcers, providing feedback clicks for pecking etc. Finally, pigeon keys and touch screen can only detect pecks and various investigators have been interested in studying other naturally occurring behaviors, such as in a behavior systems approach (Silva & Timberlake, 2005), or reinforcing topographically different responses like treadle pressing (Wheatley & Engberg, 1978) or head bobbing (Ortega, Stoppa, G邦nt邦rk邦n, & Troje 2013).",1
2,5,"Although it might seem that a video would provide data for counting behavior, it is extremely difficult to automate the extraction of this information using a standard video camera. Figure 1 illustrates the problem. When an image of a scene is viewed, through lens optics, on the imaging chip of a video camera, the depth information of the objects in the scene is lost. The intensity of each pixel in the image is created by light arriving along a single ray (e.g., the ray from the top of the head of the pigeon in Fig. 1), and there is no easy way to determine at which distance along that line the object rests. One approach is to use a carefully calibrated camera (Zhang, 2000). Careful measurements are made of the position and pose of the camera (called the extrinsic parameters), the lens optics, and the spatial relationship of the lens to the imaging chip (the intrinsic parameters). The quality of calibration of the extrinsic and intrinsic parameters heavily influences any measurements made using the camera. Loose animal hair or ※pigeon dust§ may affect these calibrations. Thus, calibrations may need to be repeated frequently.",1
2,6,"Nonetheless, some use has been made of automated video information extraction from a video camera: Pigeon behaviors, such as the ※head-bobbing§ and ※foot-plant§ components of courtship, have been monitored from motion capture data and automatic image recognition criteria identified using a conditional restricted Boltzmann machine by Zeiler, Taylor, Troje, and Hinton (2009). Image analysis has also been used to classify avian observations according to species (Song et al., 2008). However, it would be challenging to use image analysis to track the head and beak motions with sufficient accuracy and also be able to detect gross body motions within the full area of an experimental enclosure. Gomez-Martin, Partoune, Stephens, and Louis (2012) described a comprehensive computer vision package, Sensory Orientation Software (SOS), for automated measurements of animal posture and movement. However, they commented on the sensitivity to disturbances of camera pose during measurements. A more general and less expensive solution has recently been developed. The Kinect1 sensor (Freedman, Shpunt, Machline, & Arieli, 2008) is a combination of camera and distance sensor that generates both visual image and a depth image. The Kinect is a structured infrared (IR) distance sensor combined with a camera in such a way that the distance and visual images are registered〞that is, that the pixel coordinate system relationship between the two images is known.",1
2,7,"A visual image can be represented by an intensity map I, where I(u, v) is the image intensity at row u and column v of the image. A depth image, obtained from the IR range sensor, can be represented by a map D, where D(u, v) is the depth (i.e., the distance along the ray in Fig. 1 to the closest object) of the object responsible for the intensity reading I(u, v). The Kinect depth image is 320 pixels wide by 240 pixels high, with a field of view of 57.8～. A point cloud, a set of 3-D points, can be generated from D(u, v) by using the camera focal length to project u and v into x and y scene coordinates, with z = D(u, v). The Kinect is an inexpensive and general-purpose sensor currently available for the consumer video-gaming field (Suma, Lange, Rizzo, Krum, & Bolas, 2011). Because of its popularity in the consumer game market, there is software support for the sensor both from Microsoft2 and in the open-source community (OpenNI3 and OpenKinect4 ). The sensor is designed for use in indoor, unstructured settings and can easily be mounted to a large experimental enclosure. That software support includes software for generating and tracking human body features using a skeletal model: a 3-D stick-figure model that represents the locations of the subject＊s torso and limbs. Such skeletal models have been a topic of research for some time (Moeslund & Granum, 2001). Extracting skeletal models from point clouds generated by distance sensors such as the Kinect has been described by Sharf, Lewiner, Shamir, and Kobbelt (2007) and Suma et al. (2011), among others.",1
2,8,"In this article, we present a flexible method for using the Kinect for Windows sensor to extract 3-D body information, at video frame rates (i.e., at the same rate that images are taken in the video sequence), of a pigeon viewed within an experimental enclosure. The method is embodied in a program, BehaviorWatch. No special care need be taken, other than to approximately center the subject in the field of view and place the closest edge of the animal chamber no closer than 400 mm (300 mm, if the Kinect is equipped with a Nyko wide-angle lens; Draelos, 2012). The maximum distance to the farthest object should be less than 3.5 m. A simple skeletal model is used to represent key body locations. We go on to present an approach to estimate pecking behavior on the basis of the motion of these body measurements. Identifying ※treadle pressing§ or ※head bobbing§ could use a similar approach. Finally, we present a comparison of our approach with a standard contact-switch-based approach, with which we show that the approach produces measurements for key pecking that are very similar to the output of a standard contact-switch-based system. Additionally, we show that we can detect feeding behavior also, and that the timing of this detection matches very closely with time when the signal is sent to provide a food reward.",1
2,9,"It is well documented that mealtimes are anxiety provoking for patients with Anorexia Nervosa (AN) [1]. Eating and weight gain is associated with feelings of fear and anxiety amongst AN patients [2, 3]. Psychological and physical discomfort are often ex perienced after meals when patients can become preoccupied with thoughts of purging or feelings of guilt [4]. Support from staff or family during meal times is acknowledged as an important therapeutic activity for decreasing meal-related distress [5每8]. Supported mealtimes are typically facilitated by in patient staff but there is little research into effective interventions for reducing meal related anxiety in a ward setting",1
2,10,"Participation in music therapy can improve the quality of life, interpersonal relationships and social skills of people with mental illness [9每11]. Music therapy can help promote self-determination and collaboration with patients through focusing on strengths and resource-oriented practice [12]. Literature supports the relationship between music therapy practice in mental health recovery and emphasis on empower ment and patient led processes [12每14]. Use of music therapy to promote feelings of empowerment and equality are arguably expressly important in inpatient mental health settings that may otherwise provide little opportunity for self-determination [15, 16].",1
2,11,"Music therapy may offer motivation for recovery from eating disorders, distraction from negative thoughts and feelings, a sense of autonomy and creative ex pression [17每19]. Case studies derived from patient experiences have described feelings of renewed self confidence and empowerment through participation in music therapy [20]. In a qualitative study exploring the perceptions of group singing from eight people with eating disorders, participants reported several emotional and cognitive benefits including mental engagement and opportunity to distance themselves from life＊s problems [21]. Despite these reports of positive experiences during music therapy, there is no published research examining the role of music therapy during sup ported meal times. This study aimed to address this gap by evaluating post-meal music therapy amongst a group of inpatients with AN.",1
2,12,"The study was conducted in a specialist five bed inpatient eating disorders program situated within an acute psychiatric unit. The program primarily caters for adults with severe anorexia nervosa who have been unable to recover through outpatient treatment. The average age of patients admitted to the inpatient pro gram is 22 years of age, predominately young women. A collaborative conceptualisation-based approach [22] is adopted which is patient-centred and focuses on indivi dualised treatment. The therapy program includes a sup ported meal time (meal support therapy) that involves a period of post meal distress tolerance and support pro vided by a team member every lunchtime.",1
2,13,"The aim of this study was to evaluate post-meal music therapy amongst a group of inpatients with AN. The study aimed to both determine if participation in music therapy decreased subjective distress during post-meal support and to understand how participants described their experiences of music therapy during this time. The interest in both understanding and measuring post-meal music therapy suggested a mixed method approach, using different modes of self-reporting on the phe nomenon [23]. An embedded mixed methods design was adopted where quantitative and qualitative data were collected within a quasi-experimental design [23]. The qualitative part of the study is not included in this article due to the authors＊ desire to conduct a deeper ex ploration of the participants＊ rich descriptions of their experience. The quantitative element which is presented in this article, was a non-randomised pre-post design comparing music therapy with treatment as usual fol lowing mealtime. This was considered a fitting design because the intention of the study was to evaluate an existing music therapy program and therefore acted as a pilot study, in an attempt to give indicators of the size of the effect of the clinical intervention and to check the feasibility for a possible larger scale study.",1
2,14,Quantitative data was collected using the Subjective Units of Distress (SUDS) scale which was administered pre and post each intervention and control condition. Participants attended the music therapy intervention twice per week for the duration of their admission. At all other times during the week participants continued with their usual ward program. This project was ap proved by Human Research Ethics Committee at Austin Health (HREC/14/Austin/75).,1
2,15,"Adults admitted to the eating disorders program within the acute psychiatric unit, Mental Health Clinical Service Unit at Austin Health were invited to participate in the study. The primary researcher (Bibb) distributed the plain language statement and consent form to patients upon their admission to hospital. Informed consent to participate in the study was obtained from 18 of a total of 32 patients. During this time 89 intervention and 84 control sessions were recorded.",1
2,16,"Participants were trained in the use of the Subjective Units of Distress Scale (SUDS) which is a self-report tool measuring the subjective intensity of distress or anxiety currently experienced by a participant [24]. Although originally used with a 0 to 100 rating scale, more recently scales of 0 to 10 have been adapted, with par ticipants rating their anxiety on a scale ranging from ＆0每 totally relaxed＊ to ＆10每 highest distress/anxiety/ fear/discomfort you have ever felt.＊ Avisualanaloguescale in the form of a ＆feelings thermometer＊ aided in the visual representation of the SUDS ratings (see Fig. 1)",1
2,17,"Two one-hour music therapy group sessions were held directly after lunch each week. The group was facili tated by a university trained Registered Music Therapist (first author; RMT) in a meeting room on the psychiatric unit. During music therapy sessions participants were encouraged to participate in singing and listening to songs, talking about and sharing music with others and writing songs together. The goal for the group was focused on offering participants a distraction and opportunity to practice coping skills through music. A humanistic approach [26] was adopted where par ticipants were invited to collaborate together on the process of each session. The principles of humanism suggest that ※all persons have innate capabilities for actualising their own unique potentials for health and wellbeing§ (p.148). Thus, the music therapist main tained a perspective of unconditional positive regard instead of a more directive approach common to cog nitive behavioural therapy groups in inpatient eating disorder programs. Group members were encouraged to listen to one another and engage in discussion about song lyrics and their preferred musical tastes. Other topics also emerged in discussions within the group which were often related to eating disorder recovery.",1
2,18,"Structured post meal support therapy acted as a control condition (treatment as usual) involving a one hour group session after mealtime and occurred on the remaining three days of the working week. These ses sions included discussion of feelings, encouragement to focus on achieving the goals of admission and group ac tivities such as playing games or art activities. Nursing and allied health staff facilitated post meal support therapy on a rotating roster.",1
2,19,The statistical software SPSS was used to analyse the data. Mean differences between pre and post scores and the standard deviation were calculated for both interven tion and control group data. An unpaired t-test was then performed to explore statistical differences between the mean differences between the music therapy and control interventions.,1
2,20,"A total of 18 patients participated in the study, including 17 females and one male. Participant＊s ages ranged be tween 20 and 58 years old. Length of admission ranged between 21 and 90 days. The 18 participants, attended 173 sessions in total for the music therapy (n=89) and the control conditions (n =84). Results can be seen in Table 1. The mean pre-test score for the intervention group was 8 and the mean post-test score was 5.6. The mean pre-test score for the control group was 8.1 and post-test was 7.1. Mean pre-post test difference for the intervention condition was 2.4 integers on the scale with a standard deviation of 1.9 integers. The mean pre-post test difference for the control condition was 0.93 inte gers on the scale with a standard deviation of 1.7 inte gers.",1
2,21,"An ANOVA score of f=28.5 and a highly statistically significant (p =< 0.0001) difference be tween the control and intervention conditions was found. The combined mean pre-test score for both con trol and intervention conditions was higher (8.1) than the mean post-test score for both conditions (6.3), meaning that across all 173 occasions participants rated their anxiety higher prior to participation in either con dition, than afterwards. Additionally, there was a statisti cally significant difference (p =< 0.0001) between the pre-test scores and post-test scores of all combined 173 occasions.",1
2,22,"The aim of this study was to compare the levels of dis tress and anxiety of patients with AN pre and post group music therapy provided after meals, with standard post meal support therapy. The results are strongly positive and offer support for the use of music therapy in AN inpatient care. Participants in both conditions reported decreased anxiety post-session compared with straight after lunch (pre-session). This supports previous re search suggesting that meal related distress and anxiety is a great concern for patients with AN [1]. Participants＊ levels of anxiety significantly decreased after both condi tions which also aligns with previous research that sug gests therapist facilitated support after meals is helpful for patients with AN [5每8].",1
2,23,"Results from the current study also suggest that group music therapy is a more effective intervention for reducing meal related anxiety than standard post meal support therapy in an inpatient setting. The average age of eating disorder patients admitted to the inpatient pro gram is 22 years of age. It is well known that music is an engaging activity for young people and is a motivating factor for participating in therapy [27]. It is likely that participants considered music therapy as a non threatening and familiar activity in an often confronting medical setting [15, 16]. Participation in music therapy may have acted as a ※cognitive divergence§ (p. 111) for patients, allowing time for the body to digest food while the mind was attending to something else that was engaging for them [17].",1
2,24,"AN is associated with emotion avoidance and dys phoria [28]. Patients report that AN helps them to avoid and control their emotions [29, 30]. Participation in music therapy after meal times is a way for distressing emotions to be experienced through the music. Using music therapy as a distress tolerance technique empha sises the therapy that occurs during the music rather than through discussion [27]. In this instance, the ex perience of musical process is the therapy [31]. As such, there are broader implications for the use of music ther apy as an alternate coping technique for patients who are likely to avoid distressing emotions and often report feeling emotionally ＆numb＊ [32].",1
