index_article,index_paragraph,content,label
47,26,"For the high school students in our sample, initial knowledge of economics is not strong. As indicated by descriptive statistics, white students obtained the highest pretest TEL scores (55.5 percent), followed by Asians (48.9 percent) and Hispanics (44.1 percent), and males outperformed females by about 3.5 percentage points (54.8 percent and 51.3 percent, respectively). When we analyze the determinants of pretest scores, we find significant differences by ethnicity and gender. For Hispanic students the gap with whites in pretest scores is reduced, but not eliminated, when we control for academic performance and family background characteristics.",1
47,27,"The gender differences we report on pretest scores are intriguing. The overall differences in initial economic literacy favoring males are small, yet the gap widens when we control for academic performance characteristics. Females seem to underachieve in economics relative to their performance in other subjects. One could speculate that more frequent exposure of young girls to the economic way of reasoning at younger ages could make a difference. In general, academic performance, as reflected in GPA and in standardized mathematics and reading scores, is an important determinant of pretest scores.",1
47,28,"Finally, we find evidence that teacher quality may be very important in determining students＊ learning. We show that the teacher-specific effects are, for the most part, large and statistically significant. While we cannot rule out that there may be common unobservable (or observable) student characteristics by classroom that lead to peer effects, we believe that teacher quality plays a significant role in determining changes in students＊ test scores.",1
47,29,"Our results by ethnicity and gender do suggest venues for effective policy intervention. The results indicate that raising the economic literacy of Hispanics to the level of whites has a lot to do with factors affecting the overall academic performance of Hispanics relative to whites. Thus, if the aim is to improve the economic literacy of Hispanics, attention should be given to improving learning for this group in all subjects, including economics, at younger ages. The fact that there is a white每Hispanic difference in pretest scores after controlling for academic performance characteristics leads us to speculate that there may be important differences between whites and Hispanics in early exposure to economic concepts, perhaps having to do with lower income and other background and community characteristics. Similarly, females enter 12th grade with less economic knowledge than their male peers, particularly relative to their overall academic performance.",1
47,30,"To conclude, our analysis of 12th graders＊ entry-level knowledge of economics, although limited in geographical scope, suggests that more should be done throughout the K-11 school curriculum to foster basic economic literacy. Since 1998, the California History/Social Science Standards do include an Economics Strand across the K-12 curriculum, therefore requiring ＆＆infusion＊＊ of basic economic concepts and economic way of thinking over the course of 11 school years, culminating in the one-semester economics course required for high school graduation. Despite the ＆＆infusion＊＊ requirements, we find that economic literacy among young Californians is not strong upon entering 12th grade. On the other hand, we do find that 12th grade formal economic instruction does improve students＊ economic literacy. ",1
48,1,Classical economists attached dominant importance to issues of capital accumulation and growth. It may be no exaggeration to say that this emphasis on growth and accumulation dates from Adam Smith＊s Nature and Causes of the Wealth of Nations. It has been widely observed that in the Wealth of Nations Smith has a highly formal account of economic development in which some economic forces interact and lead a commercial economy to move forward in the dynamic process.,1
48,2,"Yet, this is only part of the story with regard to the issues of economic evolution. In order to understand it we also need to look at the study of history. For Smith, the study of history also remains a basic necessity for the science of man and society. The historical study becomes a tool with which to construct a coherent system of social science. In this regard it should be recalled that Smith provides a historical account of social progress from the rise and fall of feudal society to the emergence of modern European states in Book III of the Wealth of Nations.",1
48,3,"In his essay on the history of astronomy, Smith notes that science seeks to identify mechanisms that give power to event regularities between phenomena. In Smith＊s words, the mission of scientists is to find out ＆the connecting principles of nature＊ or ＆the invisible chains which bind together all these disjointed objects＊ (Smith 1980: 45). The same applies to moral philosophy. It is noted in the Wealth of Nations that moral philosophy is the ＆science which pretends to investigate and explain those connecting principles＊ (Smith 1776: 769). Complying with the task of scientists thus defined, Smith tried to uncover the ＆chains and mechanisms＊ or ＆connecting principles＊ from which it would be possible to draw inferences on events in the social arena. This is why today Smith＊s moral philosophy, which includes natural theology, ethics, jurisprudence, and economics, is often depicted as a system of social science.",1
48,4,"Indeed, this has led a number of commentators to support the view that Smith＊s historical account is to be understood, not as a form of idiographic approach but rather as that of nomothetic approach to history. This means that history is considered less as a body of work that deals with a narrative description based on the collection and arrangement of past events, and more as that which starts from a theoretical framework established in the beginning by which systematic examination may be made of main issues in history. It has been therefore pointed out that Smith＊s historical discourse proceeded ＆from the system to the facts,＊ not vice versa, and the use of historical evidence was made to illustrate and sustain his theory.",1
48,5,"What has been so interesting to Smithian scholars is that this led Smith to state strikingly that the actual course of economic development in Europe was ＆entirely inverted＊ (Smith 1776: 380). Indeed, Smith devoted the remaining chapters from two to four of Book III to accounting for why that divergence happened. This has led some of commentators to argue that Smith failed to reconcile historical experience with his theoretical argument in history.",1
48,6,"However, it is now important for the present purpose to observe that the theoretical history of progress depicted in the first chapter of Book III is built upon a kind of economic theoretical modeling with a set of institutional, legal and political conditions given or assumed as constant.",1
48,7,"There may be another, rather extended dimension to Smith＊s theoretical history of economic progress. That is to say, we may suppose that the nomothetic mode grounded in an economic modeling may be extended to a politico-economic modeling, in which the set of principles (such as the structure of legal rules and incentives) to be considered at the level of the polity can be introduced, thus allowing the interplay with economic forces. In our view, this is what Smith attempts through most of Book III and Book IV of the Wealth of Nations, although at a glance such a story of the theoretical history of economic change does not clearly come into view.",1
48,8,"Firstly, it needs to be recalled that, for Smith, political economy is not a subject that concentrates on purely economic questions with no political activities working on them. According to him, it was ＆a branch of the science of a statesman or legislator＊ (Smith 1776: 428) or the theory of natural jurisprudence that may be named today as a theory of the state. Natural jurisprudence was thought to be ＆a theory of the general principles which ought to run through and be the foundation of the laws of nations＊ (Smith 1759: 341).",1
48,9,"This observation implies that Smith may have a politico-economic model in economic history, where Smith＊s theories of the state and positive economics act as a subtheory respectively. As Smith＊s historical account of the actual progress in Europe shows, the politico-economic model tells us that while the polity and the economy interact in the system, any governmental actions, and legal institutions set up by public policy will surely affect economic performance, whether or not favorable or unfavorable.",1
48,10,"It should be borne in mind that Smith was well aware that there are a number of forces at work that will have effects on the stagnation and progress of wealth in the real historical process. Therefore, he often indicates that defense, culture, climate, terrain, and even chance might be factors that influence economic performance and social change.",1
48,11,"As it is well known, the principle of self-love or ＆the desire of bettering our condition＊ is especially noted as ＆a desire which, though generally calm and dispassionate, comes with us from the womb, and never leaves us till we go into the grave＊ (Smith 1776: 341). Smith therefore argues that this principle of human nature is the engine driving humans to bring about savings at the individual level and capital accumulation at the aggregate level, so that it helps lead to the higher employment and national income.",1
48,12,"Second, it ought to be observed that Smith incorporates into his account of economic history an analysis of institutional factors such as political rules, property rights and contracts, which are altogether run and enforced by the state. Actually, human institutions managed by the state are formal constraints to everyday life and so act as a primary agent of human interaction. For instance, a type of polity and a structure of property rights positioned in a just and proper way may allow individual actors to enjoy security for industry or have an incentive to economic activities, and thus seek a more productive use of limited resources.",1
48,13,"From Book III, Chapter 2 of the Wealth of Nations onwards, Smith describes the progress of wealth and the transition to the modern economy, which really happened in Europe after the fall of the Roman Empire. Smith states that what happened at that time was to see an agricultural stage. Therefore Smith＊s historical description starts from the evolutionary process of agriculture.",1
49,1,"This study aims at assessing to what extent institutional environment is responsible for worldwide differences in economic growth and economic development. To answer this question, we use an innovative approach based on a?new concept of the institutionsaugmented Solow model which is then estimated empirically using regression equations. The analysis covers 180 countries during the 1993每2012 period. The empirical analysis confirms a?large positive impact of the quality of institutional environment on the level of economic development. The positive link has been evidenced for all five institutional indicators: two indices of economic freedom (Heritage Foundation and Fraser Institute), the governance indicator (World Bank), the democracy index (Freedom House), and the EBRD transition indicator for post-socialist countries. Differences in physical capital, human capital, and institutional environment explain about 70每75% of the worldwide differences in economic development. The institutions-augmented Solow model, however, performs slightly poorer in explaining differences in the rates of economic growth: only one institutional variable (index of economic freedom) has a?statistically significant impact on economic growth.",1
49,2,"There are many factors that affect the pace of economic growth and the level of economic development, both from the theoretical and empirical perspective. Using one of the classifications, the factors can be divided into two groups: the demand-side and the supply-side determinants. The first group encompasses the components of aggregate demand, i.e. investment expenditures, government spending on goods and services, and net exports (consumption may be omitted because it is not an autonomous factor due to its direct dependence on output). The second group of factors includes the supplyside determinants which affect potential output; among these variables one may include physical capital, human capital, labor, and technology. Of course, both demand-side and supply-side variables can be more disaggregated, including various types of investments or government spending, or many more types of capital. All these factors (both demandside and supply-side) can be called direct ones because they immediately transform expenditures or inputs into output.",1
49,3,"Economic growth and economic development both depend, however, not only on these direct determinants but also on deep factors of production. Deep factors affect direct determinants and in this way they influence macroeconomic performance. Deep determinants are institutions that allow for interactions between output and measurable inputs.",1
49,4,"The role of institutions in the process of economic growth and economic development is enormous. However, when assessing the impact of institutions on economic growth, the following questions or problems arise: first, which institutions are the most important growth factors; and second, how to measure institutions quantitatively in order to include them in empirical studies. The difficulty in answering these questions implies that there is still much room for theoretical and empirical studies that examine the relationship between institutions and economic growth.",1
49,5,"The term ＆institution＊ is very broad. There are a? huge (perhaps almost infinite) number of variables that represent some kinds of institutions. For example, Sulejewicz [2009] provides many different concepts of institutions. Persson [2010] states that institutions are the rules of the game; some are upheld by law, others by mutual and spontaneous consent and a?few by the (brute) force of privileged elites. Some institutions are informal, such as trust and commitment, while others〞the limited liability corporation for example〞needed coordinated action by lawmakers to get established. Rodrik [2007] points out that markets require institutions such as property rights, regulatory institutions (regulating conduct in goods, services, labor, assets, and financial markets), fiscal and monetary institutions for macroeconomic stabilization, institutions for social insurance, and institutions of conflict management (e.g. rule of law, a?highquality judiciary, representative political institutions, free elections, independent trade unions, social partnerships, and institutionalized representation of minority groups).",1
49,6,"Research hypotheses and the objectives of the paper refer to the following aspects. The first aim of the paper is to extend the neoclassical growth model to include institutions. Second, the study aims at assessing empirically the impact of institutions on economic development of the countries in the world. Third, the paper examines the empirical impact of institutions on the worldwide level of economic growth. Our fourth goal is to estimate the production function based on these results.",1
49,7,"Since it is impossible to include in one empirical analysis all the possible types of institutions, it is necessary to introduce some constraints as to the number and the type of institutional indicators. Hence, the study focuses on the following indices that represent various areas of institutional environment: index of economic freedom, governance indicator, democracy index, and transition indicator. Economic development is measured by the level of GDP per capita at PPP while economic growth is its growth rate. Our study covers 180 countries but the particular models may be estimated based on a?lower number of countries, depending on data availability.",1
49,8,"The paper is composed of five points. In the following point, which appears after the introduction, we present the methodology by providing a?concise description of the Mankiw-Romer-Weil model and the institutions-augmented Solow model, and we review the literature, describing other selected empirical studies on institutions-growth nexus. The next section describes the data used. Then, the results of the analysis are presented and discussed. The last point is the conclusion.",1
49,9,"In this section we compare the Solow model extended for human capital, i.e. the Mankiw-Romer-Weil (MRW) model, with our own concept of the institutions-augmented Solow model. For the sake of conciseness, only the most important assumptions and implications are presented here; some issues are examined more deeply by Pr車chniak [2013].",1
49,10,"Equation (21) shows that, according to the institutions-augmented Solow model, economic growth depends on institutions as well as standard factors. The better institutions are, the more rapid is economic growth. Estimating equation (21) using linear regression allows us to check empirically the impact of institutions on economic growth. Of course, some assumptions as to the specification of the regression model and the methods of estimation have to be imposed. For example, Bia?owolski, Kuszewski, and Witkowski [2010] assume that all the macroeconomic relationships are linear.",1
49,11,"This way of finding economic growth determinants, namely the estimation of the regression equation, is not the only way of finding the variables that affect economic growth. Another type of research aiming at verifying growth determinants is the growth accounting exercise. Growth accounting is an empirical exercise aimed at calculating how much economic growth is caused by changes in measurable factor inputs (such as labor, physical capital, or human capital) and in the level of technology. The unexplained part of economic growth, measured as a?residual, is called the Solow residual and it is interpreted as the proxy of technical progress or the increase in total factor productivity (TFP). Estimation of the regression equation and carrying out the growth accounting framework involve different econometric methodology and they cannot be directly compared because based on this study, we cannot easily state which portion of the Solow residual is attributed to institutions and which to elements other than institutions. For the studies in which a?growth accounting exercise is carried out, see e.g. Rapacki and Pr車chniak [2006].",1
49,12,"Since there is no unique method to measure institutions, in the literature we find a?lot of empirical studies that analyze the relationship between institutions and economic growth (or economic development). There number of these studies is too high to discuss even a?small portion of them in one paper. For the sake of conciseness, we limit ourselves to presenting a?brief comparison of selected empirical studies in Table 1. In the quoted studies, the authors analyze the impact of institutional environment on macroeconomic performance. Most of the institutional indicators are related to economic freedom, the level of democracy, and political stability.",1
49,13,"The literature review shows a?huge diversity of the methods of analysis, including various theoretical models, various institutional indicators, various samples of countries and time periods, as well as various ways of econometric modeling. Despite the fact that some clear tendencies appear (such as the positive impact of economic freedom on economic growth), some other questions are not yet resolved (e.g., whether the impact of institutions on growth is linear or nonlinear). Hence, there is still much room for the empirical studies on the relationship between institutions and economic growth. In this paper we would like to test the appropriateness of the institutions-augmented Solow model in explaining differences in the rates of economic growth and in the levels of economic development and, based on these results, to estimate the macroeconomic production function.",1
49,14,"In this section, we verify the validity of the institutions-augmented Solow model to explain the differences in economic development and economic growth between the countries. We begin the analysis with the determinants of economic development. Then we switch to the analysis of economic growth determinants.",1
49,15,"The data in Table 2 indicate that the institutions-augmented Solow model performs extraordinarily well in explaining worldwide differences in income levels. Regardless of the institutional indicator, all the regression equations have very high R-squares while estimated coefficients, in terms of their sign and significance, correspond to our expectations and the theoretical analysis. For example, variant A?indicates that differences in physical capital accumulation, human capital accumulation, population growth, and the scope of economic freedom (measured by the Heritage Foundation index of economic freedom) explain about three-fourths of worldwide differences in economic development. All the explanatory variables are statistically significant (but the sign for population growth is, contrary to the theory, positive). If we use another index of economic freedom as the institutional indicator, compiled by Fraser Institute, the results are similar in terms of explaining worldwide income level differences (R-square is about three-fourths); physical capital, however, becomes an insignificant variable, but human capital and institutions retain their significance. In variant C, in which the institutional variable is the world governance indicator compiled by World Bank, the results are similar to those in variant B (high R-square, significant explanatory variables except physical capital which is completely insignificant).",1
49,16,"According to the theoretical analysis, the relationship between the rate of economic growth and the initial GDP per capita level should be negative. Such a? phenomenon confirms the existence of convergence. The appearance of the catching-up effect leads to diminishing income differences between countries. As regards the other economic growth determinants, the impact of physical capital and human capital accumulation as well as that of institutions on the rate of economic growth is positive while the relationship between population growth and output dynamics should be rather negative.",1
49,17,"Hence, our analysis shows that the Solow model extended for institutional variables is better in explaining worldwide differences in economic development than differences in economic growth rates. This results from the fact that the institutional environment as well as the other two variables representing inputs (investment rate and human capital accumulation) are related to the supply side of the economy and influence potential output to a? large extent. Indeed, the theoretical analysis of the Solow model associates output with potential output. Meanwhile, economic growth rates of the countries in the world, in our opinion, are influenced by many demandside factors as well as the other forces implying that they do not well reflect fluctuations in potential output. Hence, our institutions-augmented Solow model better explains differences in economic development than in the rates of economics growth. Another explanation refers to the fact that institutional variables exhibit rather long run effects. The current level of economic development is the result of a? long run behavior of a? given economy and that is why institutional variables may explain it well. Conversely, economic growth, even averaged over a?number of years, does not reveal long-run tendencies and that is why institutional variables may provide a?weak explanation.",1
49,18,"When interpreting the results, the theoretical causal relationship between explanatory variables and the level of economic development is assumed to be as follows: past values of explanatory variables affect the current state of development. In reality, many macroeconomic relationships have mutual causality, which is partly caused by the fact that some variables are endogenous by nature. For example, rich countries may also have greater opportunities to save, to invest in human capital, and to have friendly regulations and institutions just because they are rich. An endogenic approach requires, however, more in-depth analysis, with more advanced econometric techniques, which could be a?subject for further research.",1
49,19,"The above formulas seem to yield slightly contradictory results. The first one emphasizes a?significant role of human capital in the process of economic development while the latter one gives more importance to physical capital accumulation. This outcome may be explained by the fact that the former formula was obtained based on the determinants of economic development. In explaining differences in economic development, human capital is more important. The level of economic well-being is the result of the long-term process of economic growth which depends to a?large extent on human capital accumulation over the past decades. Therefore, the countries which are human capital abundant achieve higher levels of economic development.",1
