index_article,index_paragraph,content,label
1,24,"During the migration of EGFP+ cells along the RMS from D2 to D15, they were discovered to have an immature neuronal morphology and only a few instances of co-localization with NeuN were identified (as shown in Figure 4). As the cells arrived at either the GrO or pGl of the olfactory bulb over the next four weeks, there was a general increase in NeuN expression in EGFP+ cells (as demonstrated in Figure 2h and 2i, Figure 4 a, e and 4i). In the GrO, the expression of DCX in EGFP+ cells was weak, while DCX was still highly expressed in the cytoplasm of EGFP+ cells located at the front of the RMS (indicated by the arrow in Figure 2i), indicating that the expression of DCX decreased progressively as EGFP+ cells migrated towards their target regions (data not revealed). These findings show that the regulation of DCX expression in cells migrating towards the olfactory bulb is regional. Similarly, in the dentate gyrus, EGFP-expressing cells integrated into the inner granular layer over time and gradually induced the expression of NeuN. Quantitative study revealed that more than 80% of EGFP+ cells detected in the dentate gyrus (as shown in Figure 4m) and virtually all EGFP+ cells identified in the olfactory bulb (data not shown) expressed the mature neuronal marker NeuN, indicating their neurogenesis.",0
1,25,"The investigation of EGFP-labeled neurons' neuronal phenotypes was further conducted by immunohistology at D29 to detect the presence of neurotransmitter-specific markers and calcium-binding proteins (Figure 5). Previous studies' results were affirmed as GAD65 expression, a marker commonly found in GABAergic neurons, was found in EGFP-expressing cells situated in the OB. Additionally, a specific sub-population of periglomerular EGFP+ cells was observed to exhibit co-expression of TH, a marker that is unique to dopaminergic neurons (Figure 5).",0
1,26,"VGLUT2, a marker for glutamatergic terminations, was found in the granular layer of the dentate gyrus and surrounding EGFP+ cells at D29, indicating that the EGFP-expressing cells received glutamatergic inputs (Figure 5). The expression of calcium-binding proteins such as calbindin-D28K, calretinin and parvalbumin was also examined in the EGFP-labeled granule neurons at this time point. Calbindin-D28K was detected in most EGFP+ cells of the dentate gyrus, but no parvalbumin and only weak expression of calretinin were observed in EGFP+ cells at this time point. However, cells with high levels of parvalbumin or calretinin, particularly newly generated granule cells, were present in the vicinity (as shown by the arrow in Figure 5e).",0
1,27,"DCX expression occurs in a varied group of neuronal precursors and young neurons with different levels of maturation and proliferation. BrdU was used to label proliferative cells at different times after recombination. At the earliest time point (D2), 51.1% of EGFP+ cells in the SVZ and only 7.7% of EGFP+ cells in the SGZ incorporated BrdU, indicating that some cells were still proliferating. The higher number of actively dividing cells in the SVZ may be due to young post-mitotic neurons leaving the SVZ and the most immature cells remaining. Additionally, EGFP+ cells in the SVZ/RMS/OB axis could maintain proliferative capacity until at least D15, as evidenced by a few co-labeling BrdU+/EGFP+ cells found in the RMS. No further BrdU incorporation in EGFP+ cells was seen in SGZ at D15, demonstrating the restricted proliferative capacity of DCX+ cells.",0
1,28,"After TAM was given to adult DCXCreERT2:CAG-CAT-EGFP mice, EGFP+ cells were found beyond the neurogenic areas. Previous studies have reported scattered DCX-expressing cells in the cerebral cortex of adult rodents, cats, and primates. To confirm that the EGFP expression in cells located outside of the neurogenic regions correlated with DCX expression, the whole adult brain was examined by immunohistochemistry for DCX expression in relation to EGFP activation.",0
1,29,"Cells dispersed throughout the cerebral cortex exhibited low to moderate levels of DCX expression (see Figure 7), while weak DCX expression was noticeable in the corpus callosum, around the 3rd ventricle and hypothalamus, and the MCL and GCL of cerebellum (data not shown). Four weeks following TAM injection, EGFP+ cells were detected in these same regions (Figure 7), but the reporter expression levels were considerably greater than endogenous DCX expression levels due to the use of a strong promoter for recombination. Importantly, EGFP+ cells found outside of neurogenic regions were non-proliferative, as indicated by the absence of BrdU labeling. Therefore, further investigation is required to determine the identity and fate of these immature neurons.",0
1,30,"We have successfully demonstrated that the use of a DCX promoter-driven CreERT2 allows for efficient and specific recombination targeting in vivo within DCX-expressing cells, particularly in neuronal precursors and young neurons. This approach goes beyond previously generated DCX promoter-driven reporter lines, as our construct includes the 3’UTR region of the DCX mRNA which is known to have post-transcriptional regulation elements. While this did not result in any significant differences in CreERT2 expression pattern in our study, further investigation is needed to determine its potential impact on more faithful expression within the DCX-expressing cell population.",0
1,31,"After receiving TAM, the CreERT2 protein moved to the nuclear area of cells expressing DCX, allowing recombination to occur. This led to rapid activation of reporter expression, as b-gal or EGFP could be observed in both embryonic and adult CNS just one day after injection. With five daily TAM administrations, 94% of DCX+ cells in SVZ and 77% of DCX+ cells in the dentate gyrus showed EGFP expression, proving the high efficiency of recombination under our experimental conditions. Additionally, 96% of EGFP+ cells in SVZ and 90% in SGZ co-expressed DCX, indicating that recombination activity was highly specific. The study concluded that EGFP+ cells had a solely neuronal fate and that the absence of DCX expression in a small percentage of these cells was due to the downregulation of DCX expression during the 5-day TAM injection period. (Figure 2 and 3).",0
1,32,"The CreERT2 nuclear translocation was temporary, but the reporter expression became permanently induced after recombination, which enables long-term analysis of cell types derived from DCX+ cells. A month after the recombination in DCX-CreERT2, most of the EGFP+ cells in the neurogenic target regions expressed NeuN, indicating the presence of mature neurons. Some EGFP+ cells expressed low levels of DCX localized outside neurogenic regions and along neuroblasts' migratory route. Notably, there was no co-localization observed between the EGFP signal and astrocyte, oligodendrocyte, or microglia markers a month after the last TAM injection, indicating that DCX-expressing cells become neurons under physiological conditions. In contrast, the nestin promoter-driven CreERT resulted in labeling the neural stem cell population, which generates a continuous flow of new neurons and glia [17].",0
1,33,"Calbindin-D28K, calretinin, and parvalbumin are three types of low molecular weight calcium-binding proteins that are found in different subpopulations of neurons. Calbindin-D28K is a marker of mature granule cells, while calretinin is transiently expressed in newly generated neurons. In the dentate gyrus, EGFP+ granular cells expressed Calbindin-D28K, with a few expressing low levels of calretinin, and none expressing parvalbumin four weeks after recombination. There was no co-localization between EGFP and parvalbumin, suggesting that this GABAergic subpopulation is not replenished by new neurons in the adult dentate gyrus, although this is still a topic of debate.",0
1,34,"There were EGFP+ cells found in non-neurogenic areas after recombination in DCX-CreERT mice. DCX+ cells have been observed in various non-neurogenic regions of mammals, such as the temporal and prefrontal cortex layer II, piriform cortex layer III/endopiriform nucleus, corpus callosum, nucleus accumbens, ventromedial striatum, ventrolateral septum, bed nucleus of the stria terminalis, molecular cell layer, granular cell layer, and white matter of the cerebellum. The distribution and occurrence of these DCX+ cells tend to increase in more advanced species; however, it is unclear whether this is due to an upregulation of DCX expression levels or simply a better immunohistochemical detectability [7,8,35-37].",0
1,35,"The amount of cells positive for EGFP was significantly greater than those positive for DCX around the 3rd ventricle and hypothalamus, which is interesting. The difference in numbers may be due to the low level of DCX expression in these cells, making them difficult to detect using current antibodies. However, when DCX-associated recombination took place, a strong constitutive promoter controlled expression of reporter genes, making it easier to identify targeted cells.",0
1,36,"The function and origin of DCX-expressing cells that exist outside the neurogenic regions still need to be clarified. Research has shown that neural stem cells can be found in almost every region of adult CNS, and through specific treatment, neurogenic events have been induced in various areas, such as the cortex, striatum, CA1 region of the hippocampus, and even the white matter. Although some DCX-expressing cells found in these regions may have been generated through a very low rate continuous neurogenesis, the lack of BrdU labeling in these cells under physiological conditions suggests that this mechanism is most likely marginal.",0
1,37,"There is strong evidence to suggest that extra-neurogenic DCX-expressing cells are generated during developmental neurogenesis but don't fully mature, leaving them as ""quiescent"" local neuronal precursors in the parenchyma. The existence of these precursors has been suggested through grafting experiments with neural stem cells indicating that some immature neurons remain in the parenchyma, potentially serving as a reservoir of precursor cells for plasticity or local repair. (43, 44)",0
1,38,"Another mouse model expressing the DCXCreERT has been recently reported by Cheng and colleagues using a BAC construct encoding the murine DCX promoter. The differences observed between the two models may be due to the use of the human DCX promoter in our model and a possible positional effect of the transgene. While our mouse model is not exclusive to DCX-expressing cells within the hippocampus, the model presented by Cheng et al. is exclusively active in those cells. Additionally, the authors claim that recombination in their DCX-CreERT mice only occurs in post-mitotic neuronal precursors, suggesting a delayed induction of the DCXCreERT transgene expression in comparison to the endogenous DCX. The DCX-CreERT mouse model from Cheng and colleagues is suitable for studying the maturation and fate of newly generated granule cells of the dentate gyrus. However, there is still a lack of model(s) addressing the fate of DCX-expressing cells located outside of the dentate gyrus, such as in the subventricular zone (SVZ), which our model can address.",0
1,39,"We present a noteworthy transgenic mouse model utilizing an inducible Cre recombinase powered by the DCX promoter, named DCX-CreERT2. This model is highly specific and efficient for recombination in neuroblasts and newly generated neurons. Therefore, it is an effective tool for tracing neurogenesis and fate-analysis of newly generated neurons. Additionally, the model is useful for exploring the molecular mechanisms of neural plasticity and neurogenesis through the induction or silencing of specific genes in these cells. Finally, the long-term analysis of newly generated neurons provides an advantage for developing innovative therapies against neurologic diseases.",0
2,1,"Despite the numerous efforts made worldwide to control malaria, it remains a significant public health concern with almost one million deaths and approximately 250 million cases occurring annually. The majority of deaths are among children under five years old, with nearly all occurring in sub-Saharan African countries. In Benin, malaria accounted for a significant proportion of medical consultations and hospital admissions, and the National Malaria Control Programme has implemented the recommended preventive and curative strategies, including the use of Artemisinin combination therapy, intermittent preventive treatment during pregnancy, long-lasting insecticide-treated mosquito nets, and indoor residual spraying with carbamate insecticide in specific districts.",0
2,2,"Several studies have shown that the usage of insecticide treated nets significantly reduces the occurrence of uncomplicated malaria by half, but the problem of insecticide resistance in malaria vectors has increased dramatically in Africa, particularly in Benin. In experimental huts in South Benin, Anopheles gambiae was resistant to pyrethroids, which resulted in reduced efficacy of pyrethroids when used as either treated nets or IRS. To address insecticide resistance, the CREC collaborated with the IRD and the NMCP to successfully develop a new IRM strategy that combines a LLIN and a carbamate treated plastic sheeting in the same household. This strategy was evaluated in a health district in southern Benin as part of a future community-based evaluation (phase III trial), where a nation-wide distribution of LLINs to children <5 had already been implemented in 2007.",0
2,3,"A epidemiological investigation was conducted in the Ouidah-Kpomassè-Tori Bossito health district, located in southern Benin (Figure 1), between December 2007 and November 2008. The study region had a populace of 178,314 inhabitants according to the results of the 3rd General Census of the Population and the Environment (RGPH3) of February 2002, and the majority of the inhabitants lived in rural areas, where agriculture was the primary livelihood. The Aïzo ethnic group constituted most of the population. The weather was chiefly subequatorial, with two dry seasons - a long dry season from December to March and a short dry season in August and September - and two rainy seasons - a long rainy season from April to July and a short rainy season from October to November. With an average annual rainfall of around 1,200 mm, roughly 700-800 mm and 400-500 mm fell during the first and second rainy seasons, respectively. The warmest months were from February to April, with temperatures reaching 31°C, while the coldest months were between July to September, with temperatures partially dropping down to 27°C. Fewer than 30% of children in the study area went to the health centre when they were ill; instead, they usually received traditional treatment. In Benin, it was found in a recent survey that less than half of febrile children below the age of five were given anti-malarial drugs, of which just 7% were given ACT.",0
2,4,"Twenty-eight villages were selected based on certain criteria, including a population of 250-500 and the absence of a local health center. Among them, seven villages were chosen randomly, and the geographical, demographical, and environmental details are provided in Table 1. Around 60 children aged 0-71 months were selected from each village, excluding those born during the study period. Ethical clearance was obtained, and written consent was given by the mosquito collectors and the head of each selected family. During the monitoring period, medical care was provided free of charge to all children in the villages, whether or not they participated in the study.",0
2,5,"Active case detection for malaria was conducted over eight periods of six consecutive days at six-week intervals throughout the year. Each day, a nurse accompanied by a local helper trained for the study visited the households in the sample. The field work was supervised by a physician. The health of each child was recorded daily on a form, with the nurse examining and recording data on every case of sickness detected at home. A thick blood film was taken from every sick child and treated according to the clinical diagnosis made by the nurse. Cross-sectional surveys were carried out at each monitoring period on every asymptomatic child, with quality controls conducted every six weeks.",0
2,6,"Data was gathered two weeks prior to each clinical monitoring utilizing the Human Landing Catches (HLC) technique [21] to capture adult mosquitoes. The study area implemented 896 human-nights of capture of human landing mosquitoes, occurring every six weeks over a one-year period. This consisted of 128 nights per village, with eight locations per village and night, half of which were indoors and the other half outdoors. The mosquito collection sites hosted treated nets, and the mosquito species were identified by morphological characteristics, based on the identification keys of Gillies & De Meillon [22] and Gillies & Coetzee [23]. All mosquitoes belonging to the An. gambiae complex and Anopheles funestus group were stored individually in tubes with silicagel and kept at -20°C for P. falciparum circumsporozoite index estimation and molecular identification.",0
2,7,"During weekly surveys, nurses conducted unannounced visits in the late evening around 9.00 PM to check the ownership, use, and correct use of LLINs (Permanet® 2.0) that were distributed in October 2007. The visits determined whether the LLINs were seen, whether children were sleeping under them, and whether they were correctly hung and tucked without tears. The rates of ownership, use, and correct use were calculated based on the total number of observations.",0
2,8,"Laboratory processing was conducted at the CREC in Cotonou. Using Giemsa-stained thick smears, parasitological infection was detected and the asexual stages of each Plasmodium species were counted in the blood volume occupied by 200 leucocytes. The parasite density was then calculated based on the assumption of 8,000 leucocytes/μL of blood. The same experienced technician read the thick smears from each village under the supervision of a parasitologist. The readings of the two technicians were compared on the same set of blood samples, and there was no significant difference in their estimations of parasite detection and density. To ensure quality control, a randomly selected sample representing 10% of all thick smears underwent cross-checking.",0
2,9,Anopheles mosquitoes collected from the field were scored and their species were identified through PCR. The molecular M and S forms of An. gambiae s.s. were determined using Favia's method based on their presence and relative frequency. Infection of individual mosquitoes was determined through ELISA using monoclonal antibodies against P. falciparum CSP on their head and thorax. The L1014F kdr allele was molecularly detected using Martinez-Torrez's method.,0
2,10,"The Access 2003 database was used to double enter demographic, parasitological, clinical, and entomological data independently. The svy command in STATA 11.0 was utilized to analyze parasitological and clinical data. Only one blood sample per monitoring period was examined for analysis, except when a pathological condition was present, and the blood sample taken during the clinical episode was saved for examination. Parasitological data was examined separately for P. falciparum asexual blood forms prevalence, density in parasite positive blood thick films, and gametocytes prevalence. The statistical analysis of repeated measures was conducted using a generalized estimating equation approach that works with normal distributions and discrete data. An exchangeable correlation structure was used to take into consideration the interdependence of observations made on the same person, with a similar correlation between the observations made on an individual being assumed. Asymptomatic malaria infections prevalence was evaluated as a binomial response using a logistic regression model.",0
2,11,"The Poisson regression model was used to test the relationship between parasite density and clinical episodes, with clinical status as the dependent variable and parasite density as the independent variable. A random intercept variable was included to account for the interdependence of observations made on the same person. The probability of malaria causing a pathological period was estimated using the Attributable Fraction calculated from odds ratios associated with parasite density in the logistic model. Pathological episodes were defined using clinical symptoms or a history of fever, and the number of malaria attacks for individuals was estimated based on the sum of probabilities calculated using parasite density.",0
2,12,"The study examined three dependent variables - prevalence rate of P. falciparum infection, mean parasite density in positive children, and clinical incidence rate, with a focus on demographic factors such as age groups and sex, environmental variables such as season and villages, and sanitary variables such as LLIN's ownership, use, and good use. The researchers used the Chi 2 test to compare rates of ownership, use, and correct use of LLIN's, and calculated an optimum pyrogenic parasite density cut-off using a logistic model to estimate AFs. They also determined the sensitivity and specificity ratios, along with positive and negative Likelihood-ratio and Youden's J index.",0
2,13,"The rate at which humans were bitten by Anopheles mosquitoes was measured as HBR, which represents the number of bites per person per night. The proportion of mosquitoes that tested positive for CSP was calculated as the sporozoite index. The entomological inoculation rate (EIR) was determined by multiplying the HBR and the sporozoite index, and it reflects the number of infected bites per person annually.",0
2,14,"During a period of 18,262 persondays, 440 children across seven villages were clinically and parasitologically monitored. Of these, 402 children were missing due to either 366 children not being found or 36 refusals. Additionally, 10 children died during the study, with an average age of inclusion being 2.1 years old and a 1:1 female/male ratio. On average, each child was visited during 42 of the 48 days, and a total of 3,074 thick blood films were taken. These included 2,838 for asymptomatic children and 236 for sick children, with an average of seven per child.",0
2,15,"Plasmodium falciparum, Plasmodium malariae, and Plasmodium ovale were either present alone or in a mixed form. The annual prevalence rate of P. falciparum infection was found to be 21.8% (95%CI 19.1-24.4). According to the multivariate random-effects logistic regression model, the prevalence of infection was significantly associated with the age of children, season, village, and correct use of LLINs, but not with the ownership and use of LLINs. The correct use of LLINs was predicted to offer a 26% individual protective effect against infection prevalence (OR = 0.74 (95% CI 0.62-0.87), p = 0.005). The prevalence of infection was observed to increase with age, with children aged 1 to 2 years and 3 to 5 years being three to five times more often infected than children aged less than one year (22.0% (CI95% 17.0-27.0) and 33.0% (CI95% 28.4-37.6) versus 7.8% (CI95% 5.2-10.5)). Furthermore, the prevalence of infection was higher during the dry season (24.7% (CI95% 21.6-27.8)) than the rainy season (18.6% (CI95% 15.7-21.5)). The prevalence of infection was also higher in Satré, Wanho, Kindjitopka, and Hèkandji than in Dokanmè, Aidjèdo, and Guézohoué.",0
2,16,"The average amount of P. falciparum asexual forms in the blood of asymptomatic children who tested positive was 586 per μL (95%CI 504-680). Through the multivariate random-effects linear regression model, it was discovered that elevated parasite density was linked to specific villages (Dokanmè and Satré), not the age of the children, the seasons, or the use of LLINs (Table 4). Additionally, the annual prevalence of Plasmodium falciparum gametocytes was 3.0% (95%CI 2.2-5.6) and differed considerably between the dry (3.8% (95% CI 2.9-4.8)) and the wet season (2.2% (95%CI 1.4-3.0)), p = 0.008.",0
